ID,Salary
3000,291533.47721464623
3001,364709.2112589648
3002,215508.58732774336
3003,232194.7722518411
3004,307568.6802139538
3005,316598.51259845344
3006,393001.28379650903
3007,421954.9478979823
3008,163955.8557892779
3009,484310.7026099543
3010,335272.99950160447
3011,392907.7654225735
3012,246112.51074355768
3013,255758.76263812225
3014,166021.2281859341
3015,293734.3290575485
3016,445315.2797801205
3017,423963.2145106049
3018,264067.99981273187
3019,258032.6569435552
3020,205952.48816910892
3021,379997.27682708716
3022,386944.09150637354
3023,252340.1696947725
3024,391493.5616173049
3025,307543.7055714585
3026,396835.64565100695
3027,191405.52264632372
3028,309453.01842456084
3029,303106.769546229
3030,215459.38531726293
3031,353846.8972926898
3032,459559.68553340016
3033,383203.45547826844
3034,234039.80729001437
3035,244813.62439503273
3036,297712.6663292352
3037,363290.8727185429
3038,270760.5758774423
3039,283643.282560497
3040,194182.48268846603
3041,230751.89070157707
3042,247258.6620529639
3043,270742.3691541565
3044,425389.5108273453
3045,349702.2558885353
3046,402158.22277317627
3047,290505.88656248496
3048,285126.0952278773
3049,394242.1537218344
3050,257999.20338245627
3051,214526.1806678836
3052,259477.40112686486
3053,499649.5268305299
3054,363794.7376466024
3055,467028.3009006246
3056,319668.4197589907
3057,227947.64903535155
3058,319170.40374687576
3059,422310.9540137878
3060,338055.96552386956
3061,155322.17664389597
3062,497301.6386349419
3063,253093.9309567428
3064,194016.02280954763
3065,311282.00934578734
3066,259257.7684282277
3067,113553.17186623273
3068,340723.0809105501
3069,223285.2507925227
3070,353580.9035069253
3071,295590.41243943496
3072,354979.8340986255
3073,348348.0051354447
3074,289404.94089265616
3075,347994.952528732
3076,354199.02349205525
3077,399884.63365636335
3078,384149.0988131822
3079,280484.6122811436
3080,268537.4979336196
3081,408361.4704891554
3082,282524.7505221882
3083,79766.4092448178
3084,358927.3906842942
3085,284550.245643581
3086,408666.538487363
3087,468689.32807566365
3088,299942.5001348924
3089,274061.5102274932
3090,189894.85307509342
3091,284300.33044261555
3092,408267.5130685523
3093,239550.51268434938
3094,262205.8455229583
3095,378212.7526677111
3096,209662.64935627813
3097,378840.18679913494
3098,300618.48766440747
3099,313070.9997267286
3100,353748.9125375253
3101,448655.08606192423
3102,218321.53588230303
3103,350517.0251297371
3104,390185.1692533049
3105,187170.92506002472
3106,316872.20223524154
3107,160826.6948911998
3108,271250.13414985297
3109,250152.04022121045
3110,498915.3035017022
3111,313342.79068354564
3112,433196.58967494353
3113,89103.44891921015
3114,387771.41200983094
3115,334868.87872955855
3116,217637.1672935879
3117,317861.21472585795
3118,256227.2103804902
3119,413937.85922331724
3120,445501.106050464
3121,357628.2176535752
3122,310205.1446278455
3123,427228.2065143174
3124,221046.82556624454
3125,260734.5767015043
3126,226155.25747289197
3127,191160.72501941028
3128,320985.08037501265
3129,325572.81208251027
3130,257431.0384686985
3131,405549.3359116064
3132,268991.5124199389
3133,205123.73050882923
3134,270461.32984529
3135,305971.6979752677
3136,382050.315483919
3137,193089.40682753126
3138,437824.2759298681
3139,380615.40946793335
3140,301391.70825959527
3141,560995.9164970419
3142,271611.63251876575
3143,333391.33164840995
3144,344521.2215539641
3145,225081.2060054235
3146,370661.64779565553
3147,14562.272584818304
3148,440905.0630475872
3149,384567.882626846
3150,345118.51118046965
3151,235167.45773750613
3152,132162.9078466145
3153,250749.19320776477
3154,178181.61798416032
3155,365213.6456524299
3156,221443.8478091627
3157,357471.22256592655
3158,193447.1945883996
3159,405414.64554632193
3160,225567.84441859872
3161,409410.2962750592
3162,488797.14906252385
3163,333213.3185331246
3164,548455.7621040283
3165,441573.8319272015
3166,200584.12681965702
3167,306982.131703597
3168,310541.74789337104
3169,326755.4975511123
3170,332242.0403507182
3171,238433.24356850865
3172,246648.80615077168
3173,208153.91660271108
3174,320162.8334961374
3175,306540.4313519525
3176,148098.50522617463
3177,435418.50317115686
3178,312532.3402556215
3179,354705.6792035423
3180,413851.25324436894
3181,372201.51009606576
3182,379503.4018573231
3183,297207.6815386132
3184,269791.0693046246
3185,189868.4131675994
3186,184120.44559050037
3187,225119.57985176254
3188,247291.63829198465
3189,419765.85224906396
3190,167547.43459780293
3191,291196.72269860585
3192,348294.25687127677
3193,427283.91004873486
3194,199103.13548045512
3195,247109.54919727618
3196,450673.94917570194
3197,263878.3902260719
3198,200284.5481198008
3199,429854.0424249658
3200,283822.1753548147
3201,313982.2216789868
3202,254263.80851059573
3203,313468.31948343886
3204,178705.72079603464
3205,341964.14170708065
3206,229980.33595510185
3207,297151.73608243495
3208,246140.2995202801
3209,331470.3288514209
3210,285532.59961638117
3211,405913.74597730004
3212,265230.7494931493
3213,175410.89511928608
3214,343416.0803974283
3215,411685.2770831494
3216,353597.0309183997
3217,214733.44514607202
3218,321562.2658968943
3219,240274.4342227085
3220,406408.5643409773
3221,305746.20477160596
3222,215363.07757599803
3223,317342.77604871284
3224,342564.01965293195
3225,225513.19943144094
3226,319493.16235711065
3227,387802.6757798477
3228,242874.5993044377
3229,349305.8677811372
3230,309927.06502984546
3231,297093.2717323841
3232,381973.8135513728
3233,270886.8854482546
3234,213150.24686935823
3235,308493.3237779562
3236,318923.5487334962
3237,268850.93378561904
3238,263555.58521536895
3239,409111.56963889964
3240,343454.4474264499
3241,233227.96332459542
3242,497485.72694143665
3243,401954.8478173066
3244,246475.89683788686
3245,226290.14537824132
3246,302101.6310135122
3247,262203.4102722504
3248,386929.7367098457
3249,268106.5556765036
3250,239501.95157018962
3251,478607.87875757477
3252,346489.78320711484
3253,291014.30246346834
3254,297849.52550799144
3255,346857.9683798561
3256,318369.67227468884
3257,294221.2681234268
3258,211346.056690838
3259,396504.3112751264
3260,311483.16482403723
3261,482278.9054597346
3262,312830.0630540539
3263,286726.46256601764
3264,336327.07984711736
3265,279695.2523340238
3266,167760.50982274723
3267,437530.74740194384
3268,283452.6917067198
3269,368620.7772427829
3270,377650.88768759137
3271,349843.4865506942
3272,222896.24344954855
3273,388859.36690343096
3274,315716.13043213135
3275,287188.5450917134
3276,267711.99203794386
3277,228476.39891663304
3278,261531.3893875478
3279,170385.74248442193
3280,212852.68346040725
3281,396777.2896826328
3282,331005.6877475191
3283,327059.98132318293
3284,321263.2564658541
3285,322161.6192215403
3286,160887.1895028848
3287,239084.8608435869
3288,154893.61388960792
3289,247240.27637856736
3290,421832.4065610531
3291,275955.9138912985
3292,423819.63596761605
3293,278298.1103824453
3294,168931.19236440383
3295,245631.10363554079
3296,228701.0133372585
3297,175315.94459812326
3298,377310.2756069139
3299,288111.1575622131
3300,359865.2937513451
3301,227303.54035442948
3302,259666.71838587034
3303,259228.04022730776
3304,497371.07568337227
3305,398045.16994278866
3306,495211.7606397552
3307,251212.7704272259
3308,196515.0760317251
3309,337694.3352928045
3310,286696.5194481572
3311,177385.12614861998
3312,276120.813510123
3313,355939.1042376818
3314,270501.352358875
3315,240575.71498212486
3316,343079.85028097336
3317,303435.03065561573
3318,193379.09283989551
3319,422541.51382856246
3320,322017.3877191384
3321,239783.16013453316
3322,468783.71207765955
3323,316946.4069181972
3324,244439.88690197282
3325,138941.4219281098
3326,210535.7416508792
3327,272467.2983032239
3328,416195.1369207139
3329,244623.55338314184
3330,241102.17176254853
3331,221483.33206469624
3332,377218.1666698209
3333,391632.5949816175
3334,278988.1141140135
3335,291455.1230813895
3336,266293.63432804093
3337,449840.13499318203
3338,358501.8752045126
3339,303133.8198321556
3340,178461.57711491478
3341,364007.24354807223
3342,247668.74260965994
3343,179355.19154107507
3344,473417.90715313016
3345,188147.79717044957
3346,274748.4992489941
3347,171709.9645020784
3348,397913.7521461693
3349,266501.2389368359
3350,440797.91815846064
3351,303360.2002552818
3352,355805.90124558896
3353,307358.4046846845
3354,258372.04361113068
3355,264753.68705769134
3356,148328.99615111653
3357,224964.1895197988
3358,421143.5518942149
3359,266354.88478028507
3360,573626.6987889113
3361,410830.1866583957
3362,370457.6678787445
3363,439597.90635783365
3364,201109.43842902116
3365,430484.0035319589
3366,457240.10121157893
3367,415033.44773627113
3368,452920.0515463043
3369,205230.96576229195
3370,207053.7135326871
3371,336760.6985348651
3372,473357.9479020875
3373,247063.3641216782
3374,158978.11513589649
3375,304960.4111574239
3376,213592.62416496786
3377,249891.94094274187
3378,256703.46347658624
3379,486950.5238729254
3380,290646.6058958444
3381,465818.2160250871
3382,244309.2061120129
3383,217240.85080157273
3384,312365.60719819285
3385,124585.37762282428
3386,146896.106818634
3387,224960.1395248931
3388,485041.37517576164
3389,280242.8581948151
3390,272302.0221797979
3391,351867.45904793113
3392,268776.7241709492
3393,236538.57236893993
3394,319759.5729950088
3395,241931.8076008655
3396,252348.21851469396
3397,403033.47652223904
3398,334131.8634954926
3399,324323.39987143123
3400,397595.62920463405
3401,429785.57912715676
3402,380802.8973092891
3403,356983.8477232165
3404,380434.48795422725
3405,248880.88872310545
3406,214946.57984668805
3407,352235.64543004986
3408,205701.73046030488
3409,300698.34749252384
3410,246638.47966479723
3411,532489.3566238811
3412,304444.2747823878
3413,318824.44843636
3414,315845.340044574
3415,358616.9006454614
3416,337784.52674219344
3417,222037.49968917944
3418,216522.27523693023
3419,271724.4122147805
3420,333276.99875081214
3421,333181.3014427668
3422,305658.53371198924
3423,342175.88172675035
3424,225814.6262258052
3425,307207.8540872842
3426,248661.99151576133
3427,237745.23564760562
3428,343674.51990349207
3429,299642.7452185218
3430,255782.2892185265
3431,465568.52162412886
3432,212389.45285132097
3433,275503.2300144234
3434,299676.58932332747
3435,228952.9606030617
3436,277568.44278050016
3437,194693.30494385905
3438,439634.5072208933
3439,289695.47946555004
3440,333468.4624998719
3441,344215.4548314465
3442,318328.32923500164
3443,303472.1123080803
3444,325134.17823227553
3445,307423.07622550224
3446,284098.2927928954
3447,314676.81572348025
3448,498332.7584916564
3449,224479.730720417
3450,303895.153799876
