ID,Salary
3000,228294.61001224816
3001,345336.48349710554
3002,219864.74527050555
3003,246686.3495260477
3004,277111.65660735965
3005,286349.7194855511
3006,376207.5819947943
3007,397515.4834137857
3008,194627.94526563585
3009,469903.4980664626
3010,347816.5759602189
3011,418918.6715283692
3012,255862.8411512375
3013,276089.17236350477
3014,185882.9581513554
3015,275287.8531719297
3016,434765.96924702823
3017,457404.9895080924
3018,273129.15911340714
3019,280070.1199543029
3020,250077.35841421038
3021,441895.26850658655
3022,312648.9527594447
3023,240412.57012914866
3024,400439.74484752864
3025,320282.0615295842
3026,382235.0764821246
3027,206909.71550916135
3028,292919.25282564014
3029,306577.9976934269
3030,194791.29778942466
3031,352047.16078971326
3032,474702.5702266842
3033,385671.68570191413
3034,196354.044613719
3035,311678.90851309896
3036,343664.6043312922
3037,360055.26584231853
3038,305057.9216043055
3039,320398.80026433617
3040,246856.0060243085
3041,218486.85193309188
3042,224290.56794192642
3043,245095.14464609325
3044,444727.453824915
3045,375155.82424304634
3046,345449.3983783275
3047,248745.21293719113
3048,258913.3122171834
3049,340530.95294871926
3050,267206.1399917975
3051,199431.62016020715
3052,286166.6071636453
3053,480173.64159243554
3054,409404.7367798984
3055,396939.9345565662
3056,340212.8569645807
3057,262228.5381155461
3058,335952.4198599532
3059,381958.7841290161
3060,334787.5373483598
3061,176504.6933150068
3062,486393.0078794509
3063,293932.9936471805
3064,245604.86895164847
3065,296491.8967888281
3066,288093.9674112275
3067,130183.09628841281
3068,324087.62885682285
3069,230396.32622808963
3070,352448.2382890135
3071,328049.0103389099
3072,423741.06814825535
3073,385754.17956282943
3074,310711.4924570322
3075,360027.8261389509
3076,347664.9312010333
3077,402839.3931013346
3078,363204.06627429277
3079,306275.9141471237
3080,274774.7361527011
3081,359030.068913199
3082,295322.2866527736
3083,87264.86687455326
3084,353571.77128279954
3085,318337.5974148363
3086,421004.1237089336
3087,401422.655682452
3088,306001.98905111104
3089,256972.9139923826
3090,246660.58232095838
3091,234599.99995481223
3092,456308.95465358347
3093,237686.29064387828
3094,212891.05065347254
3095,390362.2674437836
3096,191726.00577176362
3097,365172.73416563123
3098,307382.241870746
3099,317340.72999611497
3100,357098.10093268007
3101,454880.410227105
3102,215658.47379350662
3103,356274.5371626839
3104,473689.7990264371
3105,189214.5186142698
3106,309748.87662526965
3107,189722.09498013556
3108,288032.7766955346
3109,240373.92830710858
3110,392730.59882847965
3111,285675.7598659098
3112,393035.54993181676
3113,121088.38822411001
3114,375163.16637746245
3115,325001.38130445033
3116,250635.46057037264
3117,297682.2879964486
3118,252470.74531059712
3119,449069.34928922355
3120,456554.8325704932
3121,407399.0509835556
3122,293234.5702939257
3123,394002.91526620835
